14.7669	0		15.1936	0
14.7919	0.0249404		15.1371	0.0564613
14.9096	0.118646		15.1174	0.0381208
14.8952	0.0851321		15.0703	0.054262
14.8831	0.0670324		15.0362	0.0541228
14.8352	0.0727825		15.0006	0.0567378
14.8512	0.0635724		14.9866	0.0499619
14.8628	0.0562591		14.9951	0.0440937
14.8716	0.050399		14.9853	0.0400889
14.8548	0.0481093		14.9595	0.0441722
14.8471	0.0442005		14.9467	0.0419461
14.8517	0.0406173		14.9452	0.038324
14.8535	0.0374027		14.9677	0.0418188
14.8505	0.0347533		14.9642	0.0388734
14.8585	0.0333291		14.9931	0.0463407
14.8709	0.0335426		14.9756	0.0467511
14.8695	0.031538		14.988	0.0456245
14.8837	0.0329403		15.0003	0.0447321
14.8778	0.0317155		14.9979	0.0423801
14.8631	0.0334768		14.989	0.0411708
14.8776	0.0349823		14.992	0.0392741
14.8843	0.0340186		14.9925	0.0374499
14.9069	0.0395824		14.9841	0.0367483
14.9092	0.037971		14.9812	0.0353071
14.9073	0.036472		14.9817	0.0338697
14.9121	0.0353691		14.9896	0.0334789
14.9109	0.0340552		14.995	0.0326736
14.9054	0.0332739		14.9995	0.0318048
14.9043	0.0321239		15.015	0.0343856
14.8992	0.0314486		15.0125	0.0333137
14.9047	0.0308988		15.0019	0.033927
14.9129	0.0310281		14.995	0.0335707
14.9123	0.0300794		14.9871	0.0334799
14.9183	0.0297878		14.9836	0.0326667
14.9013	0.0335473		14.9829	0.0317286
14.911	0.0340249		14.9767	0.0314519
14.9097	0.0331203		14.98	0.0307727
14.9145	0.0325939		14.9827	0.0300674
14.9102	0.032033		14.9879	0.0297498
14.9163	0.0318035		14.9796	0.0301507
14.9135	0.0311444		14.9777	0.029466
14.9141	0.0304002		14.9802	0.0288647
14.9098	0.0299896		14.9875	0.0290936
14.9092	0.0293065		14.9874	0.028425
14.9078	0.0286816		14.9868	0.0277911
14.9104	0.0281671		14.9915	0.0275804
14.9102	0.027562		14.9979	0.0277412
14.9129	0.0271188		15.0011	0.0273451
14.9125	0.0265622		14.9981	0.02695
14.9159	0.0262476		14.9985	0.0264086
14.9131	0.0258806		14.9946	0.0261873
14.9125	0.0253844		14.9944	0.0256797
14.9142	0.0249589		14.9928	0.0252376
14.9167	0.0246165		14.9933	0.0247707
14.9205	0.0244628		14.988	0.0248948
14.9182	0.0241343		14.9864	0.0244955
14.9193	0.0237332		14.9881	0.0241215
14.9153	0.0236619		14.9845	0.0239678
14.9182	0.0234359		14.983	0.0236111
14.921	0.0232161		14.9789	0.0235654
14.9243	0.023062		14.9778	0.0232017
14.9254	0.0227155		14.9789	0.0228512
14.929	0.0226389		14.98	0.022511
14.9333	0.0226919		14.979	0.0221793
14.9348	0.0223936		14.9783	0.0218456
14.9308	0.0224154		14.9741	0.0219283
14.9314	0.0220861		14.9773	0.0218388
14.9303	0.0217887		14.9784	0.0215459
14.9323	0.0215656		14.9765	0.0213243
14.9314	0.0212729		14.9775	0.0210454
14.9275	0.0213271		14.9781	0.020755
14.9327	0.0216555		14.9771	0.0204898
14.9329	0.021358		14.9817	0.0207335
14.9318	0.0211007		14.9826	0.0204682
14.9325	0.020832		14.9853	0.0203729
14.9301	0.0206993		14.9846	0.0201156
14.9329	0.020624		14.983	0.0199159
14.9367	0.0207078		14.9825	0.019666
14.9397	0.0206613		14.9806	0.0194997
14.9348	0.0209894		14.9837	0.0194962
14.9395	0.0212612		14.989	0.0199569
14.9421	0.021155		14.9859	0.0199472
14.9422	0.0208987		14.9838	0.0198185
14.9474	0.0213108		14.9845	0.0195953
14.9445	0.021263		14.9836	0.0193853
14.9448	0.021017		14.9818	0.019239
14.9454	0.0207815		14.9849	0.0192559
14.9486	0.0207955		14.9824	0.0191969
14.9511	0.0207139		14.9846	0.0191114
14.9552	0.0208911		14.9847	0.0188981
14.9537	0.0207163		14.9853	0.0186991
14.9551	0.020536		14.988	0.01868
14.9528	0.0204384		14.9887	0.0184941
14.9547	0.020305		14.9874	0.0183426
14.9519	0.0202781		14.988	0.018158
14.955	0.020299		14.9871	0.0179885
14.9548	0.02009		14.9813	0.0187319
14.9548	0.019884		14.982	0.0185525
14.9554	0.0196917		14.9827	0.0183782
14.9573	0.0195896		14.9828	0.0181936
