5.44741	0		5.44461	0
5.41479	0.032628		5.43347	0.0111366
5.41592	0.0188722		5.44658	0.0145977
5.42614	0.0168069		5.45963	0.0166459
5.44506	0.0229681		5.45503	0.0136909
5.44868	0.0190992		5.45587	0.0112098
5.46213	0.0210097		5.44409	0.015111
5.46888	0.0194067		5.4567	0.018169
5.45631	0.0212373		5.45445	0.0161805
5.45748	0.0190314		5.46446	0.0175979
5.45518	0.017368		5.46822	0.0163546
5.4663	0.0193692		5.46385	0.0155563
5.46477	0.0178826		5.46699	0.0146501
5.47435	0.0191254		5.46621	0.0135854
5.46924	0.0185228		5.46443	0.0127724
5.46354	0.0182389		5.46238	0.0121216
5.4645	0.0171589		5.45863	0.0119877
5.46594	0.0162417		5.45851	0.0113028
5.4666	0.0153773		5.46799	0.0142895
5.47519	0.0169284		5.46959	0.0136507
5.47279	0.0162803		5.46932	0.0129873
5.47141	0.0155839		5.47001	0.0124025
5.46665	0.015633		5.47419	0.0125654
5.46952	0.0152399		5.47061	0.012552
5.4697	0.0146188		5.46676	0.0126399
5.46814	0.0141316		5.4613	0.013314
5.46694	0.013651		5.45847	0.0131213
5.46971	0.0134433		5.45783	0.01266
5.47297	0.0133748		5.45739	0.0122235
5.4757	0.0132071		5.46231	0.0127898
5.47379	0.0129161		5.46225	0.0123705
5.47321	0.0125194		5.46734	0.0130157
5.47271	0.0121445		5.46879	0.0126973
5.47439	0.0119011		5.47181	0.0126836
5.47861	0.0123006		5.46818	0.0128399
5.47241	0.0134666		5.46972	0.0125732
5.47083	0.0131925		5.46767	0.0123993
5.47217	0.0129112		5.46806	0.0120749
5.46816	0.0131995		5.4657	0.0119969
5.46936	0.0129211		5.46751	0.0118328
5.47048	0.0126518		5.46503	0.0118045
5.46882	0.0124587		5.46477	0.0115228
5.46836	0.0121742		5.46672	0.0114193
5.46887	0.0119054		5.4684	0.0112826
5.46875	0.0116385		5.4682	0.011031
5.46919	0.0113912		5.46612	0.0109868
5.47138	0.0113601		5.46579	0.0107555
5.47118	0.0111228		5.46557	0.0105314
5.47283	0.0110174		5.46808	0.0106149
5.47029	0.0110889		5.46673	0.0104882
5.47266	0.0111244		5.4663	0.0102892
5.47222	0.0109171		5.46779	0.0101989
5.47258	0.010715		5.46937	0.0101289
5.47343	0.0105491		5.46772	0.0100761
5.47313	0.0103598		5.46764	0.00989156
5.47343	0.0101774		5.46996	0.009987
5.4713	0.0102214		5.469	0.0098567
5.47199	0.0100678		5.46914	0.00968618
5.46967	0.0101656		5.46984	0.0095467
5.47001	0.0100008		5.47125	0.00949092
5.47143	0.00993635		5.47085	0.00934251
5.47125	0.0097763		5.47117	0.00919621
5.47126	0.00961987		5.47053	0.00907184
5.46955	0.00962124		5.4701	0.00893915
5.46956	0.00947206		5.4706	0.00881437
5.46908	0.00933946		5.47219	0.00882517
5.46765	0.00931032		5.47197	0.00869532
5.46937	0.00933229		5.47087	0.00863595
5.46894	0.00920617		5.47	0.008555
5.47048	0.00920497		5.46791	0.00868744
5.47247	0.00928805		5.46754	0.00857199
5.47018	0.00943957		5.46764	0.00845274
5.46981	0.00931669		5.46509	0.00871751
5.47132	0.0093141		5.46481	0.00860366
5.47	0.00928446		5.46294	0.00869033
5.46879	0.00924119		5.4634	0.00858715
5.47074	0.00932781		5.46335	0.00847502
5.46988	0.0092476		5.46197	0.00847975
5.46833	0.00926069		5.46263	0.00839792
5.46992	0.00928088		5.4635	0.00833766
5.46733	0.0095236		5.4632	0.00823933
5.46663	0.00943245		5.46466	0.00826729
5.46761	0.00936945		5.46514	0.00818146
5.46713	0.00927002		5.46466	0.00809815
5.46831	0.00923639		5.4636	0.00807155
5.46772	0.00914744		5.46276	0.00802147
5.46743	0.00904627		5.46193	0.0079718
5.46684	0.00896229		5.46371	0.00807895
5.4672	0.0088681		5.4628	0.00803912
5.46703	0.00877063		5.46247	0.00795619
5.46723	0.00867606		5.46269	0.00787142
5.46794	0.00861099		5.46233	0.00779392
5.46768	0.0085219		5.4627	0.00771856
5.46851	0.00847128		5.46356	0.00768395
5.46808	0.00839289		5.46385	0.0076083
5.46721	0.00834953		5.46491	0.0076025
5.46888	0.00842986		5.46654	0.00769963
5.46755	0.00845		5.46484	0.00780859
5.46708	0.00837701		5.46425	0.00775205
5.46793	0.00833583		5.4633	0.00773263
