1578.72

1          0.811325          1479.7          500          1.21901          --------------------------------------------------
1.11482          0.811325          1506.32          500          0.948151          --------------------------------------------------
1.11482          0.799882          1510.52          500          0.991621          --------------------------------------------------
1.21734          0.799882          1537.03          500          0.948363          --------------------------------------------------
1.21734          0.877891          1578.06          500          0.921224          --------------------------------------------------
1.15309          0.877891          1567.58          500          1.02119          --------------------------------------------------
1.15309          1.01592          1644.9          500          0.856717          --------------------------------------------------
0.98725          1.01592          1583.46          500          1.13076          --------------------------------------------------
0.98725          0.905532          1521.61          500          1.13168          --------------------------------------------------
0.745901          0.905532          1492.94          500          1.059          --------------------------------------------------
0.745901          0.687853          1405.66          500          1.19073          --------------------------------------------------
0.612479          0.687853          1408.44          500          0.994454          --------------------------------------------------
0.612479          0.684466          1407.21          500          1.00246          --------------------------------------------------
0.602048          0.684466          1407.42          500          0.999587          --------------------------------------------------
0.602048          0.563413          1335.3          500          1.15516          --------------------------------------------------
0.587946          0.563413          1336.61          500          0.997375          --------------------------------------------------
0.587946          0.621818          1375.54          500          0.925104          --------------------------------------------------
0.379923          0.621818          1391.54          500          0.968508          --------------------------------------------------
0.379923          0.837751          1463.84          500          0.865367          --------------------------------------------------
0.380852          0.837751          1464.61          500          0.998462          --------------------------------------------------
0.380852          0.930754          1484.98          500          0.960075          --------------------------------------------------
0.456829          0.930754          1487.63          500          0.994711          --------------------------------------------------
0.456829          1.01994          1508.96          500          0.95823          --------------------------------------------------
0.267309          1.01994          1502.86          500          1.01228          --------------------------------------------------
0.267309          1.05858          1511.68          500          0.982516          --------------------------------------------------
0.0436896          1.05858          1510.72          500          1.00193          --------------------------------------------------
0.0436896          1.19146          1539.37          500          0.944294
0.0932554          1.05858          1540.51          500          0.942157
0.0436896          1.26801          1565.95          500          0.895423
0.200332          1.05858          1574.95          500          0.879443          --------------------------------------------------
0.200332          0.87548          1474.39          500          1.22278          --------------------------------------------------
0.307044          0.87548          1472.81          500          1.00316          --------------------------------------------------
0.307044          1.11822          1526.88          500          0.897501          --------------------------------------------------
0.19342          1.11822          1520.17          500          1.01352          --------------------------------------------------
0.19342          1.13729          1526.7          500          0.98701          --------------------------------------------------
0.184184          1.13729          1529.2          500          0.995024          --------------------------------------------------
0.184184          0.994652          1496.34          500          1.06793          --------------------------------------------------
0.00868795          0.994652          1496.24          500          1.00018          --------------------------------------------------
0.00868795          0.874166          1474.55          500          1.04434          --------------------------------------------------
0.209819          0.874166          1473.88          500          1.00136          --------------------------------------------------
0.209819          0.743964          1442.09          500          1.06563          --------------------------------------------------
0.334204          0.743964          1441.53          500          1.00111          --------------------------------------------------
0.334204          0.594573          1378.3          500          1.1348          --------------------------------------------------
0.42167          0.594573          1372.43          500          1.01181          --------------------------------------------------
0.42167          0.544529          1336.44          500          1.07465          --------------------------------------------------
0.6649          0.544529          1315.78          500          1.04218          --------------------------------------------------
0.6649          0.512972          1286.19          500          1.06097          --------------------------------------------------
0.837783          0.512972          1273.85          500          1.02497          --------------------------------------------------
0.837783          0.550984          1312.51          500          0.925609          --------------------------------------------------
0.938617          0.550984          1313.56          500          0.997904          --------------------------------------------------
0.938617          0.440956          1190.05          500          1.2802          --------------------------------------------------
1.16451          0.440956          1215.37          500          0.950619          --------------------------------------------------
1.16451          0.631918          1414.76          500          0.671135          --------------------------------------------------
1.30547          0.631918          1464.39          500          0.905513          --------------------------------------------------
1.30547          0.797031          1583.95          500          0.787316
1.42477          0.631918          1687.13          500          0.640508          --------------------------------------------------
1.42477          0.512135          1397.91          500          1.78327          --------------------------------------------------
1.44867          0.512135          1412.03          500          0.972154          --------------------------------------------------
1.44867          0.556086          1464.8          500          0.89983          --------------------------------------------------
1.55097          0.556086          1536.87          500          0.865777
1.44867          0.476904          1419.17          500          1.09557          --------------------------------------------------
1.21838          0.476904          1275.39          500          1.33318          --------------------------------------------------
1.21838          0.33347          993.752          500          1.7564          --------------------------------------------------
1.38763          0.33347          1025.2          500          0.939041
1.21838          0.111755          826.283          500          1.39785          --------------------------------------------------
1.01184          0.111755          773.877          500          1.1105          --------------------------------------------------
1.01184          0.258284          688.617          500          1.18592          --------------------------------------------------
0.935004          0.258284          693.24          500          0.990797          --------------------------------------------------
0.935004          0.229054          520.082          500          1.41385          --------------------------------------------------
1.14308          0.229054          524.451          500          0.991299          --------------------------------------------------
1.14308          0.1          1962.51          500          0.0563533
1.34427          0.229054          2079.5          500          0.0445967
1.14308          0.391194          1166.75          500          0.276763
0.986795          0.229054          1111.47          500          0.309118          --------------------------------------------------
0.986795          0.1          1960.94          500          0.182875          --------------------------------------------------
0.743275          0.1          1960.06          500          1.00178          --------------------------------------------------
0.743275          0.1          1908.65          500          1.10829          --------------------------------------------------
0.905257          0.1          2187.25          500          0.572806
0.743275          0.347225          1009.88          500          6.03472          --------------------------------------------------
0.71638          0.347225          1018.47          500          0.982978          --------------------------------------------------
0.71638          0.396429          1122.59          500          0.812014          --------------------------------------------------
0.845534          0.396429          1119.34          500          1.00652          --------------------------------------------------
0.845534          0.394334          1115.67          500          1.00736          --------------------------------------------------
0.775035          0.394334          1119.93          500          0.991513          --------------------------------------------------
0.775035          0.541177          1305.83          500          0.689498          --------------------------------------------------
0.929558          0.541177          1305.28          500          1.0011          --------------------------------------------------
0.929558          0.640331          1381.09          500          0.859318          --------------------------------------------------
1.0508          0.640331          1392.87          500          0.976705          --------------------------------------------------
1.0508          0.390363          1114.82          500          1.74385          --------------------------------------------------
0.948987          0.390363          1108.95          500          1.01182          --------------------------------------------------
0.948987          0.452508          1212.8          500          0.812445          --------------------------------------------------
0.754195          0.452508          1207.05          500          1.01158          --------------------------------------------------
0.754195          0.406525          1141.34          500          1.14045          --------------------------------------------------
0.861304          0.406525          1136.66          500          1.0094          --------------------------------------------------
0.861304          0.598744          1349.28          500          0.653611          --------------------------------------------------
1.09602          0.598744          1372.95          500          0.953768          --------------------------------------------------
1.09602          0.514682          1293.06          500          1.17325          --------------------------------------------------
1.24517          0.514682          1328.66          500          0.931278
1.09602          0.573754          1397.07          500          0.812193          --------------------------------------------------
1.11537          0.573754          1351.86          500          1.09462          --------------------------------------------------
1.11537          0.593831          1370.97          500          0.962509          --------------------------------------------------
1.19682          0.593831          1394.97          500          0.953132          --------------------------------------------------
1.19682          0.43523          1212.04          500          1.44175          --------------------------------------------------
1.15981          0.43523          1204.5          500          1.0152          --------------------------------------------------
1.15981          0.2896          838.391          500          2.07967          --------------------------------------------------
1.07299          0.2896          828.862          500          1.01924          --------------------------------------------------
1.07299          0.295921          849.936          500          0.958727          --------------------------------------------------
1.08314          0.295921          856.265          500          0.987421          --------------------------------------------------
1.08314          0.1          2083.27          500          0.085949
1.28502          0.295921          2070.73          500          0.0881319          --------------------------------------------------
1.28502          0.192199          266.548          500          36.9053          --------------------------------------------------
