0 -2.15026 0.00305609
1 0.588225 0.260653
2 0.242101 0.294394
3 -0.181701 0.358322
4 1.05155 0.352703
5 0.0739855 0.459578
6 0.862001 0.43355
7 0.483426 0.343307
8 0.548847 0.369159
9 0.171724 0.319823
10 0.701707 0.342939
11 0.333031 0.342418
12 0.857302 0.19995
13 0.471478 0.27747
14 -0.137085 0.198869
15 0.337152 0.292375
16 -0.30479 0.231142
17 0.895658 0.414571
18 0.298683 0.3601
19 0.949239 0.36429
20 0.239401 0.296847
21 0.551736 0.282926
22 0.45956 0.378161
23 0.179832 0.271573
24 0.455046 0.200882
25 0.295094 0.318717
26 0.441912 0.39674
27 -0.167638 0.26481
28 -0.0434869 0.350909
29 0.732527 0.268723
30 0.331581 0.270946
31 0.830966 0.308848
32 1.13072 0.251435
33 0.439258 0.253239
34 -0.381035 0.214709
35 0.116838 0.334711
36 0.4727 0.263494
37 -0.269296 0.265846
38 0.911406 0.199391
39 -0.0440789 0.188919
40 0.0844966 0.233354
41 0.152247 0.234927
42 0.601345 0.289278
43 0.454325 0.264478
44 0.982308 0.36252
45 0.1083 0.317725
46 0.708168 0.249026
47 0.00970114 0.256295
48 0.456302 0.249282
49 0.022274 0.259783
50 0.324521 0.28668
51 -0.161834 0.326457
52 -0.353384 0.266589
53 0.752341 0.302568
54 0.00229926 0.272304
55 -0.313393 0.299709
56 0.313457 0.209897
57 0.370872 0.30724
58 0.163097 0.291015
59 0.268575 0.229446
60 0.699615 0.343837
61 0.864746 0.290329
62 0.485408 0.319601
63 -0.215188 0.343949
64 0.469014 0.276342
65 0.53585 0.219434
66 0.172669 0.309963
67 0.330012 0.274371
68 0.56577 0.234194
69 0.763215 0.296721
70 0.236103 0.299561
71 0.00727311 0.174708
72 0.360358 0.215331
73 0.0166173 0.249443
74 0.331454 0.239572
75 0.0341032 0.223984
76 0.428068 0.155014
77 0.208882 0.247581
78 0.138137 0.250961
79 -0.0781016 0.204386
80 0.40118 0.275244
81 0.00405211 0.267531
82 0.51239 0.315339
83 -0.138072 0.183392
84 0.340572 0.218929
85 0.197816 0.281111
86 0.400159 0.255621
87 0.326913 0.269696
88 0.0489499 0.294836
89 0.286687 0.26377
90 0.482269 0.31286
91 0.35324 0.208058
92 0.210691 0.268865
93 0.325512 0.235549
94 0.27131 0.199073
95 -0.161757 0.311949
96 0.618075 0.199926
97 0.432781 0.218584
98 0.665235 0.174523
99 0.225322 0.208641
100 0.631302 0.215631
101 0.591133 0.332049
102 0.177796 0.316462
103 0.77799 0.222247
104 0.709709 0.254718
105 0.128995 0.258972
106 -0.117814 0.278519
107 0.409803 0.23971
108 0.100205 0.201227
109 0.109514 0.297455
110 -0.0457006 0.251854
111 -0.291116 0.194616
112 0.329422 0.356576
113 0.302737 0.224093
114 0.328104 0.289806
115 0.378633 0.255195
116 0.262978 0.319358
117 0.849875 0.207234
118 0.217196 0.237446
119 0.783414 0.306561
120 0.843317 0.257081
121 0.0590379 0.265334
122 0.450853 0.194021
123 0.532797 0.222866
124 0.595541 0.234155
125 0.289722 0.188489
126 0.994947 0.240178
127 -0.322694 0.2265
128 0.0220684 0.205283
129 0.576176 0.238532
130 0.24787 0.311204
131 0.128234 0.255462
132 0.36949 0.276384
133 0.316722 0.230609
134 0.677542 0.271646
135 0.321607 0.218101
136 0.33886 0.163097
137 0.449744 0.289732
138 -0.0717641 0.246271
139 -0.284069 0.223599
140 0.629698 0.210823
141 0.153138 0.249057
142 0.0371109 0.237253
143 -0.0815594 0.305802
144 0.446879 0.213771
145 0.00727691 0.200587
146 -0.0403104 0.1915
147 0.567093 0.285405
148 0.103058 0.251947
149 0.0755836 0.288793
150 0.388328 0.240477
151 -0.116455 0.276052
152 0.092031 0.277475
153 0.10659 0.280586
154 0.515912 0.197153
155 0.180453 0.254056
156 0.174598 0.265094
157 0.512199 0.263921
158 0.0619763 0.28614
159 0.522306 0.232992
160 0.255509 0.226159
161 -0.369113 0.240451
162 -0.00249247 0.184846
163 0.320357 0.2841
164 0.242855 0.233117
165 0.13687 0.257058
166 0.339933 0.25194
167 0.12977 0.161733
168 0.310727 0.263077
169 -0.101281 0.199473
170 0.21206 0.249016
171 0.121803 0.202664
172 0.0637215 0.27002
173 0.280279 0.254745
174 0.268751 0.236139
175 -0.0362119 0.252791
176 0.270792 0.253621
177 0.125535 0.241377
178 0.277313 0.206766
179 0.0462462 0.239444
180 0.399225 0.246363
181 0.0569103 0.204133
182 0.59534 0.316065
183 0.542133 0.238344
184 0.262915 0.200453
185 0.619304 0.281608
186 -0.0660621 0.289603
