3750.8          22.569
3662.45          23.205
3615.47          27.7891
3544.3          24.2874
3491.07          22.9689
3378.36          23.3439
3329.17          20.3567
3228.63          18.4107
3166.56          22.6205
3058.41          26.6538
2901.39          26.9086
2837.77          30.3312
2731.02          25.1224
2704.93          26.6993
2636.34          24.3881
2591.15          22.3238
2575.92          23.7819
2482.66          21.1821
2454.07          21.0753
2401.03          24.7911
2350.05          21.8404
2292.85          17.3915
2243.22          16.6365
2235.42          19.7642
2216.25          19.376
2224.31          16.6736
2214.91          16.3838
2200          15.9674
2212.09          16.3535
2143.01          16.7415
2057.85          18.2318
2025.62          15.9341
2001.56          15.9149
2019.99          19.3133
2007          18.1748
1979.84          14.7886
1963.65          15.488
1923.38          9.7368
1931.35          8.57959
1900.78          6.25952
1883.56          5.39826
1881.34          5.92656
1865.72          6.74611
1853.85          5.73436
1851.21          5.9764
1854.23          7.44599
1855.39          8.36375
1853.59          7.60618
1835.81          8.32225
1835.52          9.378
1840.45          10.6096
1869.1          11.5048
1829.53          9.28609
1823.52          9.3598
1829.37          9.06092
1816.23          7.74276
1822.64          6.55497
1804.72          7.33429
1802.08          9.59974
1784.06          8.45948
1773.17          9.32121
1757.3          8.12779
1771.52          10.4065
1752.78          9.21357
1757.28          9.76161
1748.58          11.8792
1727.36          9.31711
1748.57          12.6118
1716.89          10.9624
1671.36          9.47723
1661.86          10.9427
1658.45          11.4976
1658.72          10.8317
1640.13          8.75844
1632.18          9.6586
1624.03          9.37403
1615.65          9.44588
1597.64          8.09343
1595.49          8.44368
1598.86          8.5961
1550.94          8.6016
1554.3          11.2618
1528.44          10.7903
1515.18          11.0943
1503.12          11.8839
1486.3          10.5879
1444.51          7.93714
1423.78          8.0034
1438.22          8.6826
1426.38          7.61011
1432.93          7.51906
1423.03          7.79975
1404.27          7.5605
1405.64          6.58737
1402.37          6.80238
1390.83          6.44986
1405.31          7.26361
1411.96          7.78853
1403.07          8.01837
1393.84          6.95051
1378.39          6.05095
1393.92          6.42097
1376.88          5.7682
1358.09          6.5046
1346.8          5.77849
1328.58          5.31384
1324.58          7.19637
1317.64          6.53218
1309.02          7.40348
1286.76          7.25045
