-0.403157	0
-0.38482	0.0183365
-0.399113	0.0177866
-0.395736	0.0130227
-0.408462	0.0162395
-0.404307	0.0138954
-0.395125	0.0149074
-0.387199	0.0151488
-0.393617	0.0148216
-0.389997	0.0137423
-0.384824	0.0134638
-0.381876	0.0126393
-0.377453	0.0124392
-0.380464	0.0119036
-0.375972	0.0119576
-0.371586	0.0120143
-0.377973	0.0129675
-0.382979	0.0132107
-0.386087	0.0128769
-0.385772	0.0122202
-0.384848	0.0116604
-0.384081	0.0111441
-0.383815	0.0106519
-0.380556	0.0107065
-0.381272	0.0102942
-0.37956	0.0100373
-0.379997	0.00966825
-0.380026	0.00931661
-0.380647	0.00901104
-0.381591	0.00875654
-0.383391	0.00865851
-0.383977	0.00840403
-0.386729	0.00859743
-0.387188	0.00835339
-0.386026	0.00819412
-0.386544	0.0079801
-0.385364	0.00785051
-0.385607	0.00764496
-0.385474	0.00744754
-0.384056	0.00739623
-0.384888	0.0072614
-0.382946	0.00734773
-0.382541	0.00718619
-0.379956	0.00748173
-0.381117	0.00740512
-0.380172	0.00730381
-0.379103	0.00722621
-0.380865	0.00729014
-0.38166	0.00718395
-0.383088	0.00718224
-0.383094	0.00704001
-0.382792	0.00690991
-0.382691	0.00677903
-0.380232	0.00709234
-0.379351	0.00701773
-0.376777	0.00735621
-0.378272	0.00737911
-0.378028	0.00725488
-0.3785	0.00714647
-0.377353	0.00711947
-0.37676	0.00702679
-0.37596	0.00695874
-0.375546	0.00685989
-0.376143	0.00677826
-0.37454	0.00686315
-0.374368	0.00676055
-0.373989	0.00666965
-0.374456	0.00658742
-0.373239	0.00660432
-0.373095	0.00651088
-0.371749	0.00655814
-0.370502	0.00658567
-0.368939	0.00668013
-0.369899	0.00665876
-0.371173	0.00669169
-0.372238	0.00668851
-0.372043	0.00660396
-0.372767	0.00655885
-0.372735	0.00647538
-0.372628	0.00639481
-0.372072	0.00633982
-0.371121	0.00633391
-0.37124	0.00625828
-0.370676	0.00620904
-0.370303	0.00614687
-0.370822	0.0060971
-0.370879	0.00602687
-0.37055	0.00596705
-0.370815	0.0059056
-0.370881	0.00583998
-0.370651	0.00578003
-0.37024	0.00573161
-0.370606	0.00568141
-0.37073	0.00562201
-0.371548	0.00562234
-0.371848	0.00557155
-0.372347	0.0055363
-0.372142	0.00548335
-0.372157	0.0054277
-0.372603	0.00539164
