-0.462409	0
-0.451365	0.0110438
-0.43179	0.0205873
-0.439227	0.0163473
-0.435387	0.0132319
-0.43702	0.0109266
-0.438518	0.00935531
-0.44204	0.00883438
-0.440216	0.00800181
-0.440135	0.00715749
-0.436999	0.00719363
-0.43595	0.00665024
-0.437206	0.00624506
-0.436155	0.00587655
-0.436887	0.00551949
-0.437791	0.00524159
-0.437843	0.00492389
-0.438332	0.00466794
-0.438945	0.00445783
-0.440066	0.00437514
-0.441119	0.00429272
-0.440899	0.00409887
-0.440474	0.00393959
-0.441156	0.00383302
-0.442051	0.00378394
-0.442771	0.0037062
-0.442617	0.00356961
-0.443685	0.00360148
-0.443011	0.00353977
-0.442462	0.00346346
-0.442071	0.00337261
-0.442512	0.00329508
-0.442296	0.00320093
-0.442697	0.00313108
-0.442541	0.00304432
-0.44298	0.00299097
-0.443787	0.003019
-0.444377	0.00299716
-0.444136	0.00292931
-0.444042	0.00285666
-0.444173	0.00278921
-0.444018	0.00272645
-0.443851	0.0026675
-0.44397	0.00260887
-0.443568	0.00258168
-0.442988	0.00259069
-0.442977	0.00253499
-0.442848	0.00248495
-0.442395	0.00247552
-0.441963	0.00246368
-0.442533	0.00248141
-0.442507	0.00243337
-0.442773	0.00240185
-0.442892	0.00235997
-0.442905	0.0023167
-0.442248	0.00236786
-0.442387	0.00233012
-0.44268	0.00230827
-0.443153	0.00231743
-0.442994	0.002284
-0.443163	0.0022526
-0.443319	0.00222145
-0.443388	0.00218701
-0.443565	0.00215978
-0.444009	0.00217216
-0.444319	0.0021614
-0.44416	0.0021348
-0.443276	0.00228157
-0.443065	0.00225811
-0.443524	0.00227238
-0.44383	0.00226098
-0.443704	0.00223291
-0.443785	0.0022036
-0.444098	0.00219596
-0.444142	0.00216693
-0.444209	0.00213929
-0.444259	0.0021119
-0.444421	0.00209092
-0.444416	0.00206429
-0.444649	0.00205163
-0.444399	0.00204149
-0.444488	0.00201841
-0.444725	0.0020079
-0.445052	0.00201061
-0.445106	0.00198756
-0.444926	0.00197253
-0.444801	0.00195372
-0.444976	0.00193929
-0.445284	0.00194193
-0.445285	0.00192024
-0.445105	0.00190754
-0.445287	0.00189539
-0.444945	0.00190572
-0.444953	0.00188536
-0.445104	0.00187149
-0.445139	0.00185221
-0.445135	0.00183302
-0.444923	0.00182658
-0.445187	0.00182727
-0.44521	0.00180905
