-3.84236		6.60493e-317
-3.84082		0.00153739
-3.84091		0.00089246
-3.84168		0.000994751
-3.84188		0.000794856
-3.84205		0.000671529
-3.84213		0.000572933
-3.84234		0.000539961
-3.84255		0.000520028
-3.843		0.000648185
-3.84328		0.000647739
-3.84354		0.000646432
-3.84348		0.000597384
-3.84334		0.000569882
-3.84327		0.000535626
-3.8433		0.000501946
-3.8435		0.000513089
-3.84358		0.000490435
-3.8436		0.000464073
-3.84361		0.000440457
-3.84351		0.000429841
-3.84343		0.000417798
-3.84333		0.000412233
-3.84327		0.000398279
-3.8433		0.00038275
-3.84341		0.000383534
-3.84347		0.000374572
-3.84345		0.000361838
-3.84338		0.000355736
-3.84343		0.000347781
-3.84345		0.000336936
-3.84339		0.0003322
-3.84329		0.000335819
-3.84323		0.000332046
-3.84327		0.000324839
-3.84327		0.000315742
-3.84323		0.000309639
-3.84315		0.000311682
-3.84305		0.000320493
-3.84298		0.000319969
-3.84301		0.000313482
-3.84298		0.000307483
-3.84302		0.000302896
-3.84302		0.000295995
-3.84303		0.000289661
-3.84304		0.000283384
-3.84307		0.000279498
-3.84316		0.000286122
-3.84317		0.000280431
-3.84314		0.000276103
-3.84311		0.000272282
-3.84312		0.000267132
-3.84311		0.000262105
-3.84309		0.00025803
-3.84309		0.000253335
-3.84307		0.000249517
-3.8431		0.00024794
-3.84313		0.000244645
-3.84311		0.000240982
-3.84306		0.000241878
-3.84311		0.000243205
-3.84314		0.000240297
-3.84315		0.000236804
-3.84315		0.000233075
-3.84316		0.000229974
-3.84316		0.000226464
-3.84314		0.000224256
-3.84312		0.000221919
-3.84309		0.000220756
-3.84305		0.000220735
-3.84305		0.00021763
-3.84304		0.000214611
-3.84306		0.000212472
-3.8431		0.000213526
-3.84309		0.000211256
-3.8431		0.00020858
-3.8431		0.000206035
-3.84309		0.000203802
-3.84308		0.000201381
-3.84303		0.000205187
-3.84299		0.000206343
-3.843		0.000203841
-3.84299		0.000201378
-3.84298		0.000199221
-3.84298		0.0001969
-3.84296		0.000195375
-3.84296		0.000193143
-3.84293		0.000193024
-3.84293		0.000190844
-3.84296		0.000190724
-3.84302		0.00019726
-3.84301		0.000195197
-3.84301		0.000193088
-3.84301		0.000191024
-3.84302		0.000189308
-3.84302		0.000187349
-3.84301		0.000185712
-3.84299		0.000184719
-3.84293		0.000191401
-3.8429		0.000193309
