-1.39123	-0.544608	3.06826
-2.26198	0.0975611	-0.991323
-2.83193	-2.05195	-2.69144
-2.65156	3.52463	-2.45067
-2.78082	2.33156	-1.10204
-3.97388	3.68019	-3.45647
-2.62525	1.32576	-4.38725
-3.55604	-2.20817	-2.65354
-1.82232	-4.58829	-2.53203
-1.70082	-2.40187	-4.20258
0.358916	-1.66951	-5.74268
0.185973	-3.4208	-3.7059
2.22275	-1.75427	-2.61729
3.31137	-0.963993	-2.9171
1.34614	-3.30701	-2.89496
1.78563	-0.719025	-2.8487
1.83189	-1.98312	-2.98742
0.567794	-2.12185	-3.09707
0.458145	-0.733662	-3.27434
0.280874	-0.67293	-7.40269
0.0821219	-1.8446	-7.11291
-1.08955	-1.55482	-8.01878
-0.799772	-2.46069	-7.35147
-1.70564	-1.79338	-5.14934
-1.52357	-1.56345	-3.04935
-1.21254	-3.83629	-2.73445
-2.24741	-1.25937	-1.41317
-0.926137	-2.30427	-2.46019
-1.97315	-3.21319	-2.02654
-1.21576	-1.46964	-5.60278
-1.65131	-0.657372	-3.44113
-0.839045	1.50428	-5.38429
-2.42875	0.763323	-4.00635
-1.05081	3.24071	-1.57331
1.38223	1.84527	2.82691
0.948791	-0.0673812	0.730069
-0.963855	-2.16422	-1.77972
1.60967	-0.462411	-2.61244
-0.624943	1.11615	-3.39304
-0.643705	5.16018	-2.51043
0.2389	4.45866	-2.95254
-0.203211	4.52051	-3.13008
-0.141358	4.34298	-2.89222
-0.31889	4.58083	-3.42396
-0.0810386	4.04909	-4.39242
0.0862233	5.14588	-1.21106
0.169461	6.16155	-2.8272
1.18513	4.54541	-4.0964
-0.431009	3.27621	-1.79144
0.316078	3.26962	-3.22979
0.309495	1.83127	-2.87824
0.661045	1.32475	-1.6345
-0.31914	0.37533	2.1521
1.58462	-0.208806	2.75615
0.510433	1.09416	5.07336
1.8134	3.41137	3.53974
3.87172	-0.320993	2.29644
3.10317	-2.34161	2.34912
0.459508	0.102338	-0.485975
-2.37558	-0.67	-1.55758
-3.14792	-1.74161	2.69922
-0.720621	1.67318	3.60755
-1.13396	0.50551	4.56618
-2.30163	1.46414	3.63529
-2.20452	-0.635979	5.5227
-0.317115	0.374207	5.7513
0.69307	0.602807	5.41053
0.352303	0.746232	5.25841
-0.92131	-0.223317	5.20626
-1.89086	-0.275464	5.08273
-2.0144	-0.611318	6.11419
-0.982936	-2.03044	4.31815
1.986	0.990302	4.35419
1.80039	-0.34904	3.9452
0.461053	-0.758028	3.59977
-1.5588	-1.82823	2.00508
-1.92551	-2.26375	2.96127
-0.969327	-2.95085	4.21449
-1.65643	-1.69763	5.52751
-2.46473	-1.93469	5.55233
0.37265	-3.90829	5.33887
-1.60094	-4.12175	4.18157
-3.40634	-2.15584	3.17137
-1.44043	-3.16604	2.26593
-3.16618	-3.12164	4.30409
-1.12802	-3.32236	5.54358
-1.32874	-2.08287	6.26156
2.83988	0.563341	5.8644
2.07384	-1.396	7.83833
0.488734	-1.78536	6.69896
0.0993683	-2.92474	4.34129
-2.1774	2.04905	3.0741
0.20096	-0.0538557	-2.02637
1.97664	0.475685	-2.93413
-0.142451	-1.20774	-4.78334
-1.99166	0.444664	-4.0632
-1.51804	-2.96073	-5.99692
-3.45177	-1.41436	-3.37761
-1.9054	1.20495	-2.98613
0.713908	1.59643	-3.25269
0.447352	2.00178	-3.96883
0.852705	1.28564	-4.821
1.31434	-0.313826	-3.1189
-0.285125	1.38827	-3.16218
0.606644	2.5301	-4.13547
1.74847	1.55681	-2.67645
1.27573	0.354055	-4.57359
1.7106	-1.3637	-3.45477
-0.676195	-3.03997	-3.69326
-2.35247	-3.27847	-4.63007
-3.28927	-3.56847	-3.13436
-1.79356	-3.10411	-1.22692
-0.927053	0.569385	-2.54495
-0.755002	1.53871	-1.72089
-1.83974	0.266765	-3.4983
0.560445	1.69885	-3.90676
0.151989	-0.245034	-5.883
0.854121	-0.638144	-3.49861
-0.860789	-1.32546	-3.39575
-1.5481	-1.2226	-4.7197
-2.87205	-0.819755	-4.89553
-2.46921	-0.995581	-3.72906
-1.90233	-3.38931	-3.89133
-3.02976	-2.11024	-2.67277
-1.7507	-0.891683	-2.74214
-0.53214	-0.961057	-1.8641
-0.601514	-0.0830118	-0.154551
0.276531	1.62653	0.635635
1.06672	1.23237	-0.820641
0.672548	-0.22391	0.863541
-0.783728	1.46027	-1.87368
-0.0093877	-0.965467	-0.896189
-2.43513	0.0120203	-4.60222
-2.13056	-0.250186	-5.86798
-2.39277	-1.51595	-6.0475
-0.767744	1.11174	-7.18468
1.85994	-0.0254436	-5.65788
2.10714	3.5691	-4.42786
2.4515	1.80481	-3.26007
3.61929	-0.308953	-4.19739
2.00221	-1.98779	-1.77154
3.0326	1.05037	-4.22791
3.58289	-2.12423	-7.64306
0.408295	-5.53938	-5.29755
-3.00685	-3.19387	-6.51471
-0.661351	-4.41103	-2.95299
-0.358208	-3.52514	-1.10962
-3.0939	-2.34384	-6.12091
-1.75657	-3.58179	-4.50995
-1.36162	-3.0781	-4.81751
-0.857929	-3.38566	-4.35806
-1.16549	-2.92621	-3.57644
-0.706038	-2.14458	-1.43664
0.0755856	-0.00478543	-4.574
-0.17339	-2.38579	-5.27531
-0.874699	-1.03485	-5.15492
-1.81551	-1.47822	-6.54555
-2.25888	-2.86886	-5.92623
-1.98558	-3.8256	-4.85059
-2.94232	-2.74996	-4.94035
-2.67732	-4.16056	-4.49923
-2.2362	-5.17215	-6.3631
-4.63678	-2.64392	-6.95304
-2.10854	-3.23386	-7.33116
-2.04117	-1.57608	-4.39204
-2.0333	-0.850528	-3.64075
-1.28201	-1.35483	-3.80279
-1.78631	-1.51687	-6.22245
-3.67439	0.0338741	-4.17852
-0.438844	1.9976	-5.42364
-1.68397	-0.0465608	-4.47191
-0.521816	-0.0267547	-5.23097
-1.32006	-2.4777	-4.58817
-0.761094	-4.58714	-7.46372
1.43075	-4.7719	-6.01187
2.8826	-0.953698	-7.59809
0.88956	-3.26253	-7.10194
-0.874017	-4.97355	-4.8983
3.02145	-4.17067	-4.05117
3.82432	-3.32354	-2.44915
2.92597	-3.99275	-3.4672
1.90792	-4.9294	-6.94536
-1.57025	-2.65954	-6.73076
3.55673	-1.45598	-5.51579
4.76029	-0.241013	-5.02505
1.25563	-0.531443	-6.54349
0.965202	-2.04988	-6.32116
1.18753	-1.44835	-4.46366
1.19542	1.1648	-5.14026
0.518818	0.737588	-5.4785
0.180572	4.57363	-6.42963
0.0181274	0.919575	-2.46937
1.56309	1.42695	-3.12892
0.903534	0.66161	-1.61507
0.138193	2.17546	1.37724
0.783209	4.39737	3.95577
1.71572	0.942142	6.47091
