2.83178	0
2.77311	0.058669
2.8192	0.0572022
2.88024	0.0732234
2.88103	0.0567241
2.84759	0.0571282
2.81969	0.0557613
2.79032	0.0565215
2.79602	0.050172
2.78145	0.0471808
2.76806	0.0447275
2.7639	0.0410417
2.73313	0.0487027
2.74537	0.0467196
2.74472	0.0434984
2.75844	0.0429393
2.76154	0.0404534
2.78709	0.0459094
2.80153	0.0457639
2.80662	0.0437127
2.80002	0.0420994
2.79362	0.0406479
2.77806	0.0418398
2.77433	0.0402323
2.77282	0.0386188
2.77167	0.0371217
2.775	0.0358754
2.78867	0.0371757
2.78898	0.0358722
2.78787	0.0346736
2.78147	0.0341411
2.77959	0.0331104
2.78477	0.0325071
2.78571	0.0315506
2.7803	0.0311109
2.77661	0.0304577
2.7814	0.0300075
2.78335	0.0292721
2.78336	0.0285116
2.7839	0.027795
2.7869	0.0272743
2.78669	0.0266178
2.78742	0.0260017
2.79152	0.0257337
2.79093	0.0251624
2.80117	0.026657
2.79466	0.026885
2.79107	0.026563
2.78734	0.026281
2.78276	0.026154
2.7816	0.0256622
2.7814	0.0251646
2.77939	0.0247674
2.78547	0.0250531
2.7852	0.0245948
2.78619	0.0241716
2.78185	0.0241366
2.7819	0.0237168
2.78152	0.0233146
2.78108	0.0229268
2.78138	0.0225498
2.77913	0.0222972
2.77796	0.0219711
2.77916	0.0216582
2.78007	0.0213419
2.77983	0.0210175
2.78025	0.0207056
2.77706	0.0206467
2.77788	0.0203618
2.77922	0.020114
2.77728	0.0199239
2.77545	0.0197305
2.77384	0.0195248
2.77584	0.0193628
2.77802	0.0192274
2.77751	0.0189796
2.77756	0.0187315
2.77661	0.0185144
2.77897	0.0184306
2.77964	0.0182111
2.77777	0.0180819
2.77795	0.0178609
2.78037	0.0178093
2.78432	0.0180346
2.7869	0.0180065
2.78579	0.0178302
2.78701	0.0176663
2.78745	0.0174699
2.78778	0.0172757
2.78552	0.017232
2.78727	0.017131
2.78611	0.0169833
2.78624	0.0168002
2.78496	0.0166699
2.78599	0.0165254
2.78974	0.0167778
2.78971	0.016604
2.79042	0.016449
2.78733	0.016574
2.78541	0.0165194
