1	3.0629e-08
1.27938	0.0606954
1.63294	0.0586092
1.8443	0.0783804
2.08946	0.081152
2.27171	0.0933125
2.46392	0.0975038
2.62397	0.107582
2.79738	0.112163
2.94822	0.12024
3.09004	0.126089
3.20862	0.13292
3.33867	0.137205
3.45767	0.144149
3.58664	0.148128
3.69744	0.154342
3.80973	0.157886
3.90946	0.163443
4.02058	0.166954
4.121	0.172642
4.22956	0.176239
4.31939	0.180229
4.41355	0.184362
4.50943	0.18904
4.60168	0.192145
4.69539	0.195604
4.78893	0.198377
4.8864	0.20252
4.96942	0.205232
5.05922	0.209387
5.14608	0.213036
5.22935	0.217409
5.30926	0.220089
5.38426	0.223899
5.46578	0.226946
5.53355	0.230234
5.60575	0.233067
5.68078	0.237095
5.75781	0.240393
5.83439	0.243386
5.90681	0.247297
5.97261	0.251493
6.04931	0.253887
6.11636	0.256335
6.18819	0.25929
6.25941	0.262797
6.32344	0.266097
6.39194	0.269683
6.45217	0.27268
6.52455	0.275333
6.58854	0.277988
6.65635	0.279695
6.72232	0.28268
6.78073	0.285704
6.84959	0.288272
6.91422	0.291333
6.9783	0.294261
7.04294	0.296821
7.10907	0.298975
7.16589	0.301696
7.22717	0.305031
7.28815	0.30714
7.34131	0.308869
7.39063	0.312004
7.44625	0.315132
7.50646	0.31829
7.56018	0.32108
7.61508	0.322812
7.67187	0.325294
7.7306	0.327326
7.78583	0.329497
7.84387	0.331749
7.89853	0.334216
7.94852	0.336198
7.99799	0.338617
8.0475	0.340552
8.10507	0.342714
8.14439	0.345172
8.18437	0.34683
8.23099	0.348862
8.27441	0.350458
8.32893	0.352592
8.38826	0.35466
8.44007	0.356929
8.48822	0.359557
8.53296	0.360912
8.58266	0.362377
8.62906	0.364413
8.66543	0.366554
8.71142	0.368767
8.76089	0.370817
8.80101	0.372326
8.84645	0.374914
8.9002	0.375982
8.95312	0.378496
9.00689	0.380343
9.0558	0.38171
9.10372	0.383974
9.14676	0.386273
9.19155	0.38793
