3845.71         24.9913
3744.82         29.0737
3601.12         21.3859
3478.47         20.1131
3339.46         25.3125
3276.1         24.21
3300.54         35.7298
3176.3         33.7355
3128.3         35.8462
3080.45         35.9837
3035.89         34.2931
2868.97         25.5303
2875.73         23.6352
2853.08         26.0003
2757.91         24.3484
2694.72         27.6974
2622.63         25.557
2548.32         26.8275
2544.06         26.7709
2473.18         20.1657
2491.18         18.5548
2441.77         17.5433
2407.86         18.1534
2379.17         18.0625
2350.76         17.319
2386.43         17.1533
2326.41         16.9721
2355.97         20.1299
2359.17         20.8565
2321.2         20.5604
2285.41         20.1767
2238.99         20.5415
2179.12         15.1403
2169.94         14.501
2110.28         7.95086
2095.26         7.27921
2098.65         9.35609
2095         8.87592
2120.37         12.3772
2152.15         15.5158
2108.22         13.7552
2105.73         14.1133
2061.68         6.89357
2058.54         5.66751
2053.53         4.99237
2071.38         10.5415
2098.65         13.2274
2169.41         17.1404
2162.79         18.4115
2203.08         18.8844
2163.45         18.6532
2129.96         17.0609
2149.38         18.524
2135.5         17.4452
2110.89         15.1044
2156.19         16.8346
2118.1         14.4532
2138.54         17.7671
2112.48         16.169
2071.38         13.2572
2050.73         9.29425
2129.46         17.9684
2119.37         17.4324
2113.75         17.3103
2092.28         16.4202
2052.32         14.3663
2020.68         10.8428
2003.57         5.85604
2017.23         8.84803
2025.66         10.3094
2031.08         10.5312
2045.96         13.3844
2048.98         14.0335
2031.72         12.4726
2020.28         11.3178
1974.88         7.24747
2032.62         16.1599
1980.83         11.8318
1980.14         14.145
1989.39         15.5543
1999.66         17.4653
1971.34         14.4783
1955.54         11.3784
1970.75         13.4602
1988.61         16.5791
1937.67         10.4417
1930.71         10.5872
1948.35         12.9584
1957.07         13.9862
1969.84         16.1359
1974.65         16.2477
2002.95         18.47
2053.04         18.7863
1984.54         16.0963
2000.99         18.4904
2023.62         19.6533
1977.86         17.8349
1977.13         17.7345
1985.76         17.3476
1947.91         15.5301
1943.57         15.0214
1926.63         12.9472
1953.25         15.9258
1929.55         13.7888
1923         14.2228
1970.71         17.9767
1967.58         17.749
1894.6         8.32594
1900.31         8.62073
1932.48         12.8235
1950.13         13.2357
1952.84         14.3147
1923.71         11.4623
1964.59         15.3023
1990.36         17.8508
2012.25         18.9908
1994.15         17.8925
2008.88         15.7085
2021.27         18.8
2035.81         18.2281
2014.03         17.754
1968.2         16.6303
1976.91         17.7878
1944.35         14.5036
1968.9         17.9492
1930.19         16.3939
1917.33         14.3281
1863.81         12.5735
1860.64         13.9962
1848.33         14.9962
1864.64         17.6861
1891.72         20.6688
