3         3821.41          19.4975
1         3736.38          24.552
2         3837.37          23.8474
0         3845.71          24.9913
1         3710.19          28.0796
3         3716.47          26.4517
2         3770.77          23.9719
0         3744.82          29.0737
1         3562.66          26.1189
3         3577.64          29.1733
0         3601.12          21.3859
2         3658.04          24.1538
1         3506.27          19.3081
3         3467.91          26.8881
2         3624.04          30.477
1         3515.72          22.4568
3         3351.7          24.177
0         3478.47          20.1131
2         3498.39          29.5962
1         3397.25          27.8782
3         3271.82          21.1357
0         3339.46          25.3125
2         3371.03          34.5445
1         3285.7          33.355
3         3296.29          23.7809
0         3276.1          24.21
2         3230.4          28.6126
1         3208.17          40.729
3         3239.42          22.4284
0         3300.54          35.7298
1         2979.35          45.301
2         3196.7          31.7232
3         3162.86          36.0602
0         3176.3          33.7355
2         3124.11          34.0077
1         2836.28          40.4703
3         3046.64          30.3424
0         3128.3          35.8462
1         2714.17          39.794
2         3035.06          26.7147
3         3038.78          32.5321
1         2586.35          27.3565
0         3080.45          35.9837
2         2960.31          25.3575
3         2907.05          28.5558
1         2546.63          22.2816
0         3035.89          34.2931
2         2886.24          21.9672
3         2826.67          24.5101
1         2435.25          12.3903
2         2828.22          17.8472
0         2868.97          25.5303
3         2733.06          15.8874
1         2401          9.32838
2         2841.59          20.7755
0         2875.73          23.6352
3         2739.32          17.1545
1         2367.16          5.81152
2         2771.49          20.916
3         2653.44          19.5214
0         2853.08          26.0003
1         2351.46          5.67664
2         2782.23          20.6102
3         2681.16          19.7431
0         2757.91          24.3484
1         2331.81          7.64767
3         2636.06          21.5524
2         2777.97          22.3381
1         2316.91          8.86081
0         2694.72          27.6974
2         2721.24          18.6104
3         2582.67          17.748
1         2301.47          8.38676
0         2622.63          25.557
2         2701.8          17.5242
3         2581.35          21.6622
1         2278.07          10.0971
0         2548.32          26.8275
3         2513.89          16.7822
2         2700.76          17.4316
1         2263.5          10.4062
0         2544.06          26.7709
3         2477.21          17.4159
2         2648.96          14.7299
1         2264.69          12.0553
3         2434.65          15.3671
0         2473.18          20.1657
1         2208.82          10.5975
2         2622.15          14.8191
3         2380.56          13.4432
1         2185.05          9.3734
2         2598.63          14.7846
0         2491.18          18.5548
3         2376.94          12.588
1         2165.35          8.88037
2         2646.37          16.9979
0         2441.77          17.5433
3         2328.94          12.5291
1         2164.08          9.22641
2         2628.27          15.4102
0         2407.86          18.1534
3         2314.43          11.0844
1         2158.88          7.69973
0         2379.17          18.0625
3         2286.31          10.2306
1         2137.85          7.26336
1         2123.24          7.15476
0         2350.76          17.319
3         2248.74          8.96438
1         2112.49          7.52167
0         2386.43          17.1533
2         2655.57          17.7829
1         2097.79          9.43706
3         2274.98          10.9109
0         2326.41          16.9721
1         2063.33          10.9123
2         2625.82          15.6967
3         2339.85          16.6117
0         2355.97          20.1299
1         2041.99          11.4855
3         2340.63          15.6895
2         2604.24          15.9122
1         2004.01          11.3243
0         2359.17          20.8565
3         2256.24          14.1358
1         1966.46          8.84891
0         2321.2          20.5604
3         2240.77          14.8838
1         1956.94          7.9703
0         2285.41          20.1767
1         1953.11          7.47723
2         2602.23          19.2984
3         2217.49          15.1392
1         1940.82          6.29841
2         2626.64          18.0186
0         2238.99          20.5415
3         2208.99          16.3
1         1969.84          6.82871
2         2598.22          15.3292
3         2190.6          15.3853
0         2179.12          15.1403
1         1965.72          7.22519
2         2609.43          16.713
3         2158.11          14.0203
0         2169.94          14.501
1         1955.36          7.00288
3         2136.03          14.423
2         2588.47          17.4617
0         2110.28          7.95086
1         1957.78          7.45719
3         2089.22          19.6905
0         2095.26          7.27921
1         1939.89          6.89563
2         2553.43          15.8561
3         2089.33          20.2181
0         2098.65          9.35609
2         2524.65          16.328
1         1947.49          7.80718
3         2052.79          20.3862
0         2095          8.87592
2         2553.72          20.0451
3         1984.84          17.3261
1         1935          5.64712
0         2120.37          12.3772
2         2474.13          17.4457
3         1914.56          13.4858
1         1927.42          5.70077
0         2152.15          15.5158
3         1877.54          10.9683
1         1929.87          6.08264
0         2108.22          13.7552
3         1888.68          13.642
1         1933.58          6.15439
0         2105.73          14.1133
3         1856.54          10.6152
1         1925.52          5.19301
0         2061.68          6.89357
2         2460.65          16.5676
3         1883.73          13.6038
0         2058.54          5.66751
1         1937.33          5.90796
3         1861.88          13.2872
0         2053.53          4.99237
1         1933.19          7.09935
3         1859.58          12.4727
0         2071.38          10.5415
1         1927.58          5.54398
2         2451.22          17.3107
1         1915.66          5.38315
0         2098.65          13.2274
3         1833.83          9.60621
1         1919.94          6.02754
0         2169.41          17.1404
3         1829.42          9.27977
1         1924.57          5.77844
0         2162.79          18.4115
3         1826.85          9.22279
1         1945.3          6.89401
0         2203.08          18.8844
1         1950.61          6.9445
3         1802.68          9.64248
2         2453.64          16.8833
0         2163.45          18.6532
1         1939.62          6.64032
3         1797.03          8.81343
1         1960.02          7.78863
0         2129.96          17.0609
2         2477.67          17.9822
1         1966.47          7.97277
0         2149.38          18.524
3         1779.18          8.42238
1         1976.49          8.30375
2         2473.75          18.9407
0         2135.5          17.4452
1         1980.49          8.92304
3         1803.3          9.95853
0         2110.89          15.1044
1         1969.94          9.30071
0         2156.19          16.8346
2         2421.96          13.8141
1         1951.33          8.66363
3         1808.24          9.74215
0         2118.1          14.4532
1         1976.87          9.83896
0         2138.54          17.7671
2         2415.37          13.1683
3         1825.47          11.6741
1         1958.93          9.34755
0         2112.48          16.169
1         1940.78          8.18943
3         1847.21          12.9125
0         2071.38          13.2572
2         2444.27          16.4769
1         1925.77          7.58797
3         1828.88          12.7729
0         2050.73          9.29425
1         1926.48          7.66905
2         2433.79          17.1542
1         1921.33          7.90517
0         2129.46          17.9684
3         1799.78          10.8218
1         1915.57          8.81173
0         2119.37          17.4324
2         2413.05          15.8755
3         1807.91          11.6103
1         1930.03          9.10806
0         2113.75          17.3103
1         1934.5          9.81508
2         2408.26          16.1883
3         1832.5          13.5142
0         2092.28          16.4202
1         1899.11          7.90787
0         2052.32          14.3663
3         1826.37          13.1927
2         2386.76          12.2129
1         1916.69          8.47223
0         2020.68          10.8428
1         1910.15          8.45737
3         1818.64          11.5656
0         2003.57          5.85604
2         2403.18          16.213
1         1899.65          6.62075
0         2017.23          8.84803
3         1818.56          11.6079
1         1897.62          6.59622
2         2409.89          15.407
0         2025.66          10.3094
1         1889.37          6.14683
3         1814.55          10.1938
0         2031.08          10.5312
1         1888.88          6.94206
2         2356.57          11.3151
0         2045.96          13.3844
3         1853.67          13.2023
1         1894.1          6.87636
0         2048.98          14.0335
1         1911.56          7.75658
2         2374.95          16.4584
3         1822.06          11.8965
0         2031.72          12.4726
1         1895.37          7.5316
0         2020.28          11.3178
3         1811.99          13.192
1         1891.53          7.11397
2         2316.02          12.3942
0         1974.88          7.24747
1         1899.99          8.05503
3         1814.18          12.245
0         2032.62          16.1599
1         1904.89          8.3677
2         2319.89          12.52
3         1813.99          10.3682
0         1980.83          11.8318
1         1902.65          7.45855
1         1904.4          7.24819
3         1787.7          8.99504
0         1980.14          14.145
2         2320.52          13.709
0         1989.39          15.5543
1         1904.3          7.56776
3         1788.61          8.30784
2         2306.09          9.93636
0         1999.66          17.4653
1         1911.39          7.63087
3         1787.19          8.12968
1         1903.59          7.12599
2         2281.53          10.4483
0         1971.34          14.4783
1         1876.6          5.41778
0         1955.54          11.3784
2         2254.07          10.8111
0         1970.75          13.4602
2         2226.31          8.8118
1         1879.65          5.75865
0         1988.61          16.5791
1         1873.99          6.16382
2         2234.46          9.75268
0         1937.67          10.4417
2         2223.98          11.6501
1         1873.9          5.86444
0         1930.71          10.5872
2         2231.82          11.384
1         1869.06          5.80736
0         1948.35          12.9584
2         2255.43          13.0528
1         1883.5          6.41023
3         1784.05          7.94003
2         2260.93          14.8691
0         1957.07          13.9862
1         1897.13          7.12242
3         1769.41          6.64723
2         2167.05          12.5327
0         1969.84          16.1359
1         1887.33          6.46758
3         1769.78          7.17542
2         2115.68          12.4467
0         1974.65          16.2477
1         1895.99          6.25379
2         2115.8          12.244
0         2002.95          18.47
1         1871.18          4.9134
2         2060.91          7.35369
0         2053.04          18.7863
2         2047.93          7.03539
1         1887.27          6.62166
0         1984.54          16.0963
2         2039.47          6.83219
1         1889.39          6.82352
0         2000.99          18.4904
1         1886.54          6.55424
0         2023.62          19.6533
2         2041.56          11.2622
0         1977.86          17.8349
1         1881.63          6.00989
2         1965.34          11.3546
0         1977.13          17.7345
1         1875.32          5.46204
0         1985.76          17.3476
2         1929.98          12.039
3         1789.65          8.53683
0         1947.91          15.5301
1         1902.41          7.70902
2         1937.53          13.1329
3         1794.82          9.05944
0         1943.57          15.0214
1         1886.85          6.80692
2         1888.65          11.2713
0         1926.63          12.9472
1         1883.22          6.10784
0         1953.25          15.9258
2         1849.46          8.36295
1         1886.71          6.56424
0         1929.55          13.7888
2         1849.93          9.2387
0         1923          14.2228
1         1900.39          7.14027
0         1970.71          17.9767
1         1900.92          7.39112
2         1811.5          8.85767
0         1967.58          17.749
3         1799.63          9.499
2         1800.1          10.2957
1         1919.81          7.91362
0         1894.6          8.32594
3         1809.08          9.28149
1         1935.81          7.61685
0         1900.31          8.62073
2         1778.11          10.0952
3         1809.19          9.94867
0         1932.48          12.8235
1         1919.71          8.48504
0         1950.13          13.2357
1         1907.01          8.28738
2         1758.14          10.4763
0         1952.84          14.3147
1         1914.83          8.37536
0         1923.71          11.4623
2         1737.93          8.18931
1         1905.01          7.40665
0         1964.59          15.3023
3         1800.85          9.29021
1         1924.7          7.36735
0         1990.36          17.8508
1         1902.45          7.29359
2         1659.51          7.56189
0         2012.25          18.9908
3         1795.23          8.96165
1         1887.5          6.94094
0         1994.15          17.8925
3         1799.63          9.47464
0         2008.88          15.7085
1         1871.84          7.20118
1         1866.15          6.56217
0         2021.27          18.8
3         1764.32          6.76954
2         1658.91          7.81916
0         2035.81          18.2281
1         1870.56          6.42331
0         2014.03          17.754
3         1788.37          9.06175
1         1891.07          7.76267
0         1968.2          16.6303
1         1891.72          8.32843
3         1790.88          9.81188
0         1976.91          17.7878
1         1893.04          9.31662
2         1615.52          5.60174
0         1944.35          14.5036
1         1859.28          7.1845
3         1783.9          8.62341
2         1640.72          9.17314
0         1968.9          17.9492
1         1844.85          5.48644
3         1794.77          8.79506
0         1930.19          16.3939
1         1854.74          6.40362
3         1788.73          8.46454
0         1917.33          14.3281
2         1620.54          9.64403
1         1889.29          7.67072
0         1863.81          12.5735
3         1776.24          8.21551
1         1893.27          7.99998
0         1860.64          13.9962
2         1588.98          9.65418
1         1882.9          8.53008
0         1848.33          14.9962
3         1767.42          7.02838
0         1864.64          17.6861
1         1855.71          6.80212
0         1891.72          20.6688
1         1862.64          7.4739
3         1785.85          7.68629
2         1557.88          9.00305
0         1881.12          21.0943
1         1858.3          6.84706
3         1779.03          7.7404
0         1841.01          19.9597
1         1872.07          7.48298
2         1553.02          8.46245
0         1778.82          14.6464
1         1878.08          7.00283
3         1784.42          8.47391
0         1784.16          16.2898
1         1880.44          7.80951
0         1798.98          17.1222
3         1766.44          7.07209
2         1534.12          8.1351
1         1882.05          7.53982
0         1833.21          18.8505
3         1756.79          5.64939
1         1887.43          8.59472
0         1817.28          17.4888
1         1909.41          9.1035
2         1532.32          9.60173
3         1769.37          7.3237
0         1744.76          12.1816
1         1892.78          7.88925
0         1721.83          6.2469
3         1768.11          7.09945
1         1902.43          8.36152
0         1726.53          7.0587
2         1529.81          9.54446
1         1925.06          9.08827
0         1708.27          3.30747
3         1781.5          7.51409
0         1730.93          9.24068
1         1914.53          8.84082
3         1774.6          7.03899
0         1703.55          2.33396
1         1886.86          8.0661
2         1533.93          9.61189
0         1715.97          4.57077
3         1791.42          8.5104
1         1895.5          9.44553
0         1758.35          12.1761
1         1896.93          9.02759
3         1791.9          8.64711
2         1520.22          9.9878
0         1743          10.48
1         1900.4          8.47654
0         1768.36          14.7173
3         1794.66          9.63616
1         1900.73          9.30236
0         1795.36          16.3321
2         1529.44          10.1472
3         1805.03          10.3212
1         1921.29          10.4508
0         1721.09          7.08113
3         1789.77          9.34747
1         1945.82          11.7765
0         1699.75          1.89686
2         1507.28          9.68241
1         1904.65          8.7892
0         1702          2.18854
3         1816.89          10.6137
2         1505.83          10.0782
1         1900.52          8.83372
0         1737.01          8.19464
3         1805.47          10.0188
1         1893.01          8.76663
2         1499.54          9.12476
0         1764.1          11.6789
1         1873.26          8.16885
3         1824.82          12.7416
1         1881.82          8.67352
0         1760.55          11.4413
2         1532.69          11.0831
3         1817.14          11.7807
1         1877.6          8.60952
0         1773.34          14.2233
2         1500.07          10.0342
1         1883.2          7.53784
3         1817.72          10.8613
0         1772.7          14.2124
1         1869.61          6.80189
2         1504.59          9.79992
0         1744.57          10.2539
1         1902.47          8.01655
0         1753.86          13.2132
2         1504.84          9.83273
0         1765.21          14.7078
2         1498.8          9.46954
1         1901.03          7.84578
0         1786.29          16.3471
1         1904.68          9.91934
2         1483.84          8.43091
0         1779.3          15.3456
1         1890.05          10.1592
0         1725.5          7.78046
0         1758.75          12.9171
2         1504.55          10.2883
1         1889.94          9.63994
0         1783.29          15.3826
3         1799.01          11.015
1         1900.92          10.7177
0         1788.1          14.9173
3         1797.61          12.558
2         1521.69          10.5812
1         1882.54          9.74502
0         1778.37          14.5459
1         1863.35          9.52454
0         1774.31          12.727
0         1783.77          14.3802
2         1514.72          10.7336
1         1848.58          6.86512
0         1737.74          8.37937
3         1788.44          15.4625
1         1840.72          6.71947
0         1762.73          12.8499
2         1504.31          10.3067
1         1859.15          9.91751
0         1770.91          14.9685
3         1742.05          14.5239
1         1890.29          12.2656
0         1793          15.9888
2         1532.66          10.9946
1         1887.51          12.2872
0         1789.59          15.607
3         1718.37          14.2874
